id,name,nameEn,class,classEn,subclass,subclassEn,faction,factionEn,rarity,race,raceEn,gender,genderEn
char_264_f12yin,山,Mountain,近卫,Guard,斗士,Brawler,哥伦比亚,Columbia,6,菲林,Feline,男,Male
char_2024_chyue,重岳,Chongyue,近卫,Guard,斗士,Brawler,炎,Yan,6,未公开,未公开,男,Male
char_4037_demetr,贝洛内,Bellone,近卫,Guard,斗士,Brawler,叙拉古,Siracusa,6,鲁珀,鲁珀,男,Male
char_172_svrash,银灰,SilverAsh,近卫,Guard,领主,Lord,喀兰贸易,Kjerag,6,菲林,Feline,男,Male
char_293_thorns,棘刺,Thorns,近卫,Guard,领主,Lord,伊比利亚,Iberia,6,阿戈尔,Aegir,男,Male
char_4082_qiubai,仇白,Qiubai,近卫,Guard,领主,Lord,炎,Yan,6,埃拉菲亚,埃拉菲亚,女,Female
char_4182_oblvns,丰川祥子,Togawa Sakiko,近卫,Guard,领主,Lord,未知,Unknown,6,人类,Human,女,Female
char_617_sharp2,领主·Sharp,Lord/Sharp,近卫,Guard,领主,Lord,未知,Unknown,6,黎博利,Liberi,男,Male
char_4088_hodrer,赫德雷,Hoederer,近卫,Guard,重剑手,Crusher,未知,Unknown,6,萨卡兹,萨卡兹,男,Male
char_4145_ulpia,乌尔比安,Ulpianus,近卫,Guard,重剑手,Crusher,阿戈尔,Ægir,6,阿戈尔,阿戈尔,男,Male
char_4058_pepe,佩佩,Pepe,近卫,Guard,撼地者,Earthshaker,萨尔贡,Sargon,6,菲林,菲林,女,Female
char_1051_headb2,怒潮凛冬,Zima the Raging Tide,近卫,Guard,撼地者,Earthshaker,乌萨斯,Ursus,6,乌萨斯,乌萨斯,女,Female
char_010_chen,陈,Ch'en,近卫,Guard,剑豪,Swordmaster,龙门,Lungmen,6,龙,Lung,女,Female
char_4009_irene,艾丽妮,Irene,近卫,Guard,剑豪,Swordmaster,伊比利亚,Iberia,6,黎博利,黎博利,女,Female
char_4116_blkkgt,锏,Degenbrecher,近卫,Guard,剑豪,Swordmaster,喀兰贸易,Kjerag,6,卡普里尼,卡普里尼,女,Female
char_017_huang,煌,Blaze,近卫,Guard,强攻手,Centurion,罗德岛,Rhodes Island,6,菲林,Feline,女,Female
char_1026_gvial2,百炼嘉维尔,Gavial the Invincible,近卫,Guard,强攻手,Centurion,罗德岛,Rhodes Island,6,阿达克利斯,阿达克利斯,女,Female
char_350_surtr,史尔特尔,Surtr,近卫,Guard,术战者,Arts Fighter,罗德岛,Rhodes Island,6,萨卡兹,萨卡兹,女,Female
char_4098_vvana,薇薇安娜,Viviana,近卫,Guard,术战者,Arts Fighter,莱塔尼亚,Leithanien,6,埃拉菲亚,埃拉菲亚,女,Female
char_1019_siege2,维娜·维多利亚,Vina Victoria,近卫,Guard,术战者,Arts Fighter,维多利亚,Victoria,6,阿斯兰,阿斯兰,女,Female
char_1050_chen3,赤刃明霄陈,Ch'en the Dawnstreak,近卫,Guard,术战者,Arts Fighter,炎,Yan,6,龙,龙,女,Female
char_188_helage,赫拉格,Hellagur,近卫,Guard,武者,Soloblade,乌萨斯,Ursus,6,黎博利,Liberi,男,Male
char_4121_zuole,左乐,Zuo Le,近卫,Guard,武者,Soloblade,炎,Yan,6,斐迪亚,斐迪亚,男,Male
char_485_pallas,帕拉斯,Pallas,近卫,Guard,教官,Instructor,米诺斯,Minos,6,丰蹄,丰蹄,女,Female
char_1014_nearl2,耀骑士临光,Nearl the Radiant Knight,近卫,Guard,无畏者,Dreadnought,卡西米尔,Kazimierz,6,库兰塔,库兰塔,女,Female
char_4011_lessng,止颂,Lessing,近卫,Guard,无畏者,Dreadnought,莱塔尼亚,Leithanien,6,卡普里尼,卡普里尼,男,Male
char_1032_excu2,圣约送葬人,Executor the Ex Foedere,近卫,Guard,收割者,Reaper,拉特兰,Laterano,6,萨科塔,萨科塔,男,Male
char_4010_etlchi,隐德来希,Entelechia,近卫,Guard,收割者,Reaper,罗德岛,Rhodes Island,6,萨卡兹,萨卡兹,女,Female
char_4064_mlynar,玛恩纳,Młynar,近卫,Guard,解放者,Liberator,卡西米尔,Kazimierz,6,库兰塔,库兰塔,男,Male
char_1043_leizi2,司霆惊蛰,Leizi the Thunderbringer,近卫,Guard,解放者,Liberator,炎,Yan,6,麒麟,麒麟,女,Female
char_4214_cairn,响石,Cairn,重装,Defender,本源铁卫,Primal Protector,哥伦比亚,Columbia,5,菲林,菲林,女,Female
char_230_savage,暴行,Savage,近卫,Guard,强攻手,Centurion,雷姆必拓,Rim Billiton,5,卡特斯,Cautus,女,Female
char_282_catap,空爆,Catapult,狙击,Sniper,炮手,Artilleryman,罗德岛,Rhodes Island,3,库兰塔,库兰塔,女,Female
char_283_midn,月见夜,Midnight,近卫,Guard,领主,Lord,罗德岛,Rhodes Island,3,萨卡兹,萨卡兹,男,Male
char_137_brownb,猎蜂,Beehunter,近卫,Guard,斗士,Brawler,乌萨斯,Ursus,4,乌萨斯,乌萨斯,女,Female
char_347_jaksel,杰克,Jackie,近卫,Guard,斗士,Brawler,哥伦比亚,Columbia,4,佩洛,佩洛,女,Female
char_164_nightm,夜魔,Nightmare,术师,Caster,中坚术师,Core Caster,维多利亚,Victoria,5,菲林,菲林,女,Female
char_220_grani,格拉尼,Grani,先锋,Vanguard,冲锋手,Charger,维多利亚,Victoria,5,库兰塔,库兰塔,女,Female
char_263_skadi,斯卡蒂,Skadi,近卫,Guard,无畏者,Dreadnought,阿戈尔,Ægir,6,阿戈尔,Aegir,女,Female
